year,state,population,county,county_fips,democrat_votes,republican_votes,total_votes
2020,TENNESSEE,54208,MCMINN,47107,4361,18198,22844
2020,TENNESSEE,25696,MCNAIRY,47109,1943,9093,11275
2020,TENNESSEE,24827,MACON,47111,1307,8096,9487
2020,TENNESSEE,98360,MADISON,47113,18390,23943,42950
2020,TENNESSEE,28924,MARION,47115,3177,9911,13256
2020,TENNESSEE,35016,MARSHALL,47117,3605,11043,14878
2020,TENNESSEE,99590,MAURY,47119,14418,31464,46657
2020,TENNESSEE,12532,MEIGS,47121,1008,4467,5532
2020,TENNESSEE,47177,MONROE,47123,3764,16783,20797
2020,TENNESSEE,214251,MONTGOMERY,47125,32472,42187,76758
2020,TENNESSEE,6438,MOORE,47127,573,2888,3539
2020,TENNESSEE,21431,MORGAN,47129,1167,6930,8228
2020,TENNESSEE,30131,OBION,47131,2589,10790,13521
2020,TENNESSEE,22566,OVERTON,47133,2033,7918,10037
2020,TENNESSEE,8099,PERRY,47135,615,2775,3428
2020,TENNESSEE,5061,PICKETT,47137,525,2381,2931
2020,TENNESSEE,16835,POLK,47139,1492,6792,8360
2020,TENNESSEE,80929,PUTNAM,47141,9185,23759,33593
2020,TENNESSEE,33443,RHEA,47143,2369,11050,13637
2020,TENNESSEE,53841,ROANE,47145,6043,19230,25917
2020,TENNESSEE,72275,ROBERTSON,47147,8692,24536,33717
2020,TENNESSEE,339261,RUTHERFORD,47149,59341,81480,143878
2020,TENNESSEE,22090,SCOTT,47151,986,8004,9052
2020,TENNESSEE,15176,SEQUATCHIE,47153,1298,5855,7252
2020,TENNESSEE,99244,SEVIER,47155,8721,33783,43535
2020,TENNESSEE,936017,SHELBY,47157,246105,129815,382055
2020,TENNESSEE,20285,SMITH,47159,1802,7136,9051
2020,TENNESSEE,13859,STEWART,47161,1232,4950,6296
2020,TENNESSEE,158755,SULLIVAN,47163,17272,55860,74357
2020,TENNESSEE,195561,SUMNER,47165,27680,63454,92630
2020,TENNESSEE,61918,TIPTON,47167,6837,20070,27308
2020,TENNESSEE,11455,TROUSDALE,47169,1012,2936,3998
2020,TENNESSEE,17755,UNICOI,47171,1615,6599,8307
2020,TENNESSEE,20187,UNION,47173,1249,6803,8123
2020,TENNESSEE,5947,VANBUREN,47175,0,0,2921
2020,TENNESSEE,41605,WARREN,47177,3924,11850,16009
2020,TENNESSEE,130367,WASHINGTON,47179,18638,40444,60203
2020,TENNESSEE,16524,WAYNE,47181,820,5795,6669
2020,TENNESSEE,33334,WEAKLEY,47183,3020,10396,13735
2020,TENNESSEE,27707,WHITE,47185,2143,9606,11895
2020,TENNESSEE,245348,WILLIAMSON,47187,50161,86469,139016
2020,TENNESSEE,148130,WILSON,47189,22254,50296,74330
2020,UTAH,6761,BEAVER,49001,357,2695,3100
2020,UTAH,57007,BOXELDER,49003,0,0,27023
2020,UTAH,130004,CACHE,49005,16650,38032,58358
2020,UTAH,20760,CARBON,49007,2392,6693,9369
2020,UTAH,1026,DAGGETT,49009,111,496,619
2020,UTAH,359232,DAVIS,49011,57411,104135,169814
2020,UTAH,19894,DUCHESNE,49013,843,7512,8561
2020,UTAH,10147,EMERY,49015,572,4207,4898
2020,UTAH,5050,GARFIELD,49017,514,2158,2732
2020,UTAH,9796,GRAND,49019,2806,2248,5185
2020,UTAH,56814,IRON,49021,4892,18989,25104
2020,UTAH,12122,JUAB,49023,645,5087,5865
2020,UTAH,7914,KANE,49025,1083,2998,4180
2020,UTAH,13327,MILLARD,49027,624,5404,6190
2020,UTAH,12462,MORGAN,49029,1086,5181,6606
2020,UTAH,1473,PIUTE,49031,86,773,871
2020,UTAH,2452,RICH,49033,180,1157,1369
2020,UTAH,1165517,SALTLAKE,49035,0,0,546581
2020,UTAH,15278,SANJUAN,49037,0,0,6877
2020,UTAH,31393,SANPETE,49039,1794,10459,12625
2020,UTAH,21780,SEVIER,49041,1084,9052,10362
2020,UTAH,42499,SUMMIT,49043,15244,10252,26086
2020,UTAH,74512,TOOELE,49045,8943,21014,31506
2020,UTAH,35970,UINTAH,49047,1663,13261,15303
2020,UTAH,651059,UTAH,49049,76033,192812,284286
2020,UTAH,35300,WASATCH,49051,6187,10795,17790
2020,UTAH,184913,WASHINGTON,49053,20530,67294,91070
2020,UTAH,2759,WAYNE,49055,365,1229,1621
2020,UTAH,262658,WEBER,49057,40695,65949,111403
2020,WASHINGTON,20027,ADAMS,53001,1814,3907,5862
2020,WASHINGTON,22820,ASOTIN,53003,4250,7319,11951
2020,WASHINGTON,206426,BENTON,53005,38706,60365,103033
2020,WASHINGTON,77574,CHELAN,53007,19349,22746,43306
2020,WASHINGTON,78067,CLALLAM,53009,24721,23062,49264
2020,WASHINGTON,496865,CLARK,53011,140324,126303,275403
2020,WASHINGTON,4048,COLUMBIA,53013,668,1754,2495
2020,WASHINGTON,111371,COWLITZ,53015,23938,34424,60280
2020,WASHINGTON,43560,DOUGLAS,53017,7811,12955,21308
2020,WASHINGTON,7759,FERRY,53019,1486,2771,4367
2020,WASHINGTON,97075,FRANKLIN,53021,13340,18039,32404
2020,WASHINGTON,2290,GARFIELD,53023,366,1069,1489
2020,WASHINGTON,99377,GRANT,53025,11819,24764,37680
2020,WASHINGTON,75950,GRAYSHARBOR,53027,0,0,38441
2020,WASHINGTON,86014,ISLAND,53029,29213,22746,53925
2020,WASHINGTON,32700,JEFFERSON,53031,17204,6931,24792
2020,WASHINGTON,2274315,KING,53033,907310,269167,1210507
2020,WASHINGTON,272787,KITSAP,53035,90277,61563,158672
2020,WASHINGTON,49204,KITTITAS,53037,11421,14105,26364
2020,WASHINGTON,22697,KLICKITAT,53039,5959,7237,13560
2020,WASHINGTON,82109,LEWIS,53041,14520,29391,45309
2020,WASHINGTON,11090,LINCOLN,53043,1713,5150,7033
2020,WASHINGTON,68224,MASON,53045,17269,18710,37303
2020,WASHINGTON,42620,OKANOGAN,53047,8900,11840,21282
2020,WASHINGTON,22984,PACIFIC,53049,6794,6953,14064
2020,WASHINGTON,14144,PENDOREILLE,53051,0,0,8553
2020,WASHINGTON,913890,PIERCE,53053,249506,197730,464081
2020,WASHINGTON,17492,SANJUAN,53055,0,0,13197
2020,WASHINGTON,130789,SKAGIT,53057,38252,32762,73423
2020,WASHINGTON,12107,SKAMANIA,53059,3192,3885,7312
2020,WASHINGTON,830393,SNOHOMISH,53061,256728,166428,438796
2020,WASHINGTON,528225,SPOKANE,53063,135765,148576,295430
2020,WASHINGTON,46360,STEVENS,53065,7839,19808,28430
2020,WASHINGTON,294074,THURSTON,53067,96608,65277,168134
2020,WASHINGTON,4498,WAHKIAKUM,53069,1165,1741,2981
2020,WASHINGTON,61292,WALLAWALLA,53071,0,0,31261
2020,WASHINGTON,231016,WHATCOM,53073,83660,50489,138620
2020,WASHINGTON,49500,WHITMAN,53075,11184,9067,21126
2020,WASHINGTON,251879,YAKIMA,53077,43179,50555,96193
2020,WISCONSIN,20498,ADAMS,55001,4329,7362,11818
2020,WISCONSIN,15415,ASHLAND,55003,4801,3841,8757
2020,WISCONSIN,45090,BARRON,55005,9194,15803,25346
2020,WISCONSIN,15242,BAYFIELD,55007,6147,4617,10880
2020,WISCONSIN,264610,BROWN,55009,65511,75871,144017
2020,WISCONSIN,13033,BUFFALO,55011,2860,4834,7816
2020,WISCONSIN,15557,BURNETT,55013,3569,6462,10141
2020,WISCONSIN,50209,CALUMET,55015,12116,18156,30774
2020,WISCONSIN,64737,CHIPPEWA,55017,13983,21317,35938
2020,WISCONSIN,34720,CLARK,55019,4524,10002,14898
2020,WISCONSIN,57668,COLUMBIA,55021,16410,16927,33869
2020,WISCONSIN,16021,CRAWFORD,55023,3953,4620,8695
2020,WISCONSIN,552536,DANE,55025,260185,78800,344791
2020,WISCONSIN,87336,DODGE,55027,16356,31355,48436
2020,WISCONSIN,27889,DOOR,55029,10044,9752,20117
2020,WISCONSIN,43702,DOUGLAS,55031,13218,10923,24677
2020,WISCONSIN,45452,DUNN,55033,9897,13173,23524
2020,WISCONSIN,105260,EAUCLAIRE,55035,0,0,58275
2020,WISCONSIN,4298,FLORENCE,55037,781,2133,2940
2020,WISCONSIN,102902,FONDDULAC,55039,0,0,57251
2020,WISCONSIN,8960,FOREST,55041,1721,3285,5053
2020,WISCONSIN,51021,GRANT,55043,10998,14142,25608
2020,WISCONSIN,36603,GREEN,55045,10851,10169,21406
2020,WISCONSIN,18908,GREENLAKE,55047,0,0,10671
2020,WISCONSIN,23640,IOWA,55049,7828,5909,13992
2020,WISCONSIN,5698,IRON,55051,1533,2438,4010
2020,WISCONSIN,20630,JACKSON,55053,4256,5791,10184
2020,WISCONSIN,85038,JEFFERSON,55055,19904,27208,47979
2020,WISCONSIN,26908,JUNEAU,55057,4746,8749,13709
2020,WISCONSIN,169671,KENOSHA,55059,42193,44972,88738
2020,WISCONSIN,20386,KEWAUNEE,55061,3976,7927,12095
2020,WISCONSIN,118502,LACROSSE,55063,0,0,67884
2020,WISCONSIN,16646,LAFAYETTE,55065,3647,4821,8555
2020,WISCONSIN,19119,LANGLADE,55067,3704,7330,11165
2020,WISCONSIN,27566,LINCOLN,55069,6261,10017,16497
2020,WISCONSIN,78757,MANITOWOC,55071,16818,27218,44829
2020,WISCONSIN,135593,MARATHON,55073,30808,44624,76751
2020,WISCONSIN,40262,MARINETTE,55075,7366,15304,22979
2020,WISCONSIN,15585,MARQUETTE,55077,3239,5719,9065
2020,WISCONSIN,4546,MENOMINEE,55078,1303,278,1590
2020,WISCONSIN,945016,MILWAUKEE,55079,317270,134357,458971
2020,WISCONSIN,46582,MONROE,55081,8433,13775,22611
2020,WISCONSIN,38383,OCONTO,55083,6715,16226,23215
2020,WISCONSIN,35751,ONEIDA,55085,10105,13671,24159
2020,WISCONSIN,188766,OUTAGAMIE,55087,47667,58385,108022
2020,WISCONSIN,90043,OZAUKEE,55089,26517,33912,61486
2020,WISCONSIN,7271,PEPIN,55091,1489,2584,4144
2020,WISCONSIN,42700,PIERCE,55093,9796,12815,23317
2020,WISCONSIN,43794,POLK,55095,9370,16611,26371
2020,WISCONSIN,71032,PORTAGE,55097,20428,19299,40603
2020,WISCONSIN,13245,PRICE,55099,3032,5394,8546
2020,WISCONSIN,195802,RACINE,55101,50159,54479,106451
2020,WISCONSIN,17258,RICHLAND,55103,3995,4871,9014
2020,WISCONSIN,163084,ROCK,55105,46658,37138,85360
2020,WISCONSIN,14022,RUSK,55107,2517,5257,7886
2020,WISCONSIN,91838,ST.CROIX,55109,0,0,56707
2020,WISCONSIN,64449,SAUK,55111,18108,17493,36203
2020,WISCONSIN,16700,SAWYER,55113,4498,5909,10510
2020,WISCONSIN,40786,SHAWANO,55115,7131,15173,22615
2020,WISCONSIN,115240,SHEBOYGAN,55117,27101,37609,66011
2020,WISCONSIN,20318,TAYLOR,55119,2693,7657,10686
2020,WISCONSIN,29681,TREMPEALEAU,55121,6285,8833,15380
2020,WISCONSIN,30861,VERNON,55123,7457,8218,15923
2020,WISCONSIN,22356,VILAS,55125,5903,9261,15369
2020,WISCONSIN,103953,WALWORTH,55127,22789,33851,57600
2020,WISCONSIN,15712,WASHBURN,55129,3867,6334,10378
2020,WISCONSIN,136445,WASHINGTON,55131,26650,60237,88070
2020,WISCONSIN,406172,WAUKESHA,55133,103906,159649,267996
2020,WISCONSIN,50664,WAUPACA,55135,9703,18952,29130
2020,WISCONSIN,24326,WAUSHARA,55137,4388,9016,13568
2020,WISCONSIN,171631,WINNEBAGO,55139,44060,47796,94032
2020,WISCONSIN,72560,WOOD,55141,16365,24308,41298
2020,WYOMING,38950,ALBANY,56001,9092,8579,18744
2020,WYOMING,11575,BIGHORN,56003,0,0,5784
2020,WYOMING,46676,CAMPBELL,56005,1935,16975,19735
2020,WYOMING,14711,CARBON,56007,1427,5014,6706
2020,WYOMING,13804,CONVERSE,56009,861,5917,7010
2020,WYOMING,7593,CROOK,56011,378,3651,4143
2020,WYOMING,39317,FREMONT,56013,5519,12007,18234
2020,WYOMING,13235,GOSHEN,56015,1203,4878,6272
2020,WYOMING,4425,HOTSPRINGS,56017,0,0,2588
2020,WYOMING,8588,JOHNSON,56019,897,3881,4952
2020,WYOMING,100595,LARAMIE,56021,15217,27891,45237
2020,WYOMING,20253,LINCOLN,56023,1509,8643,10525
2020,WYOMING,80815,NATRONA,56025,8530,25271,35391
2020,WYOMING,2275,NIOBRARA,56027,155,1118,1322
2020,WYOMING,29331,PARK,56029,3410,12813,16815
2020,WYOMING,8578,PLATTE,56031,890,3898,4963
2020,WYOMING,30863,SHERIDAN,56033,4043,11843,16546
2020,WYOMING,9856,SUBLETTE,56035,882,3957,5000
2020,WYOMING,42673,SWEETWATER,56037,3823,12229,16698
2020,WYOMING,23497,TETON,56039,9848,4341,14787
2020,WYOMING,20215,UINTA,56041,1591,7496,9459
2020,WYOMING,7760,WASHAKIE,56043,651,3245,4032
2020,WYOMING,6743,WESTON,56045,360,3107,3560
